customer_id,contract_start_date,contract_end_date,monthly_charges,total_charges,payment_method,tenure_months,service_type,contract_type,name
10311,2021-12-20,,103.2,1379.2,Bank transfer,14,electricity,one year,Andrea Morelli
10312,2021-04-13,2022-03-24,88.8,992.1,Mailed check,11,both,one year,Stefano Costa
10313,2025-03-31,,98.8,1316.0,Bank transfer,14,both,month-to-month,Simone Russo
10314,2021-05-25,,78.5,903.5,Credit card,12,gas,one year,Matteo Morelli
10315,2024-01-23,,95.5,570.5,Credit card,6,both,month-to-month,Simone Esposito
10316,2022-03-29,,73.3,714.3,Electronic check,10,both,one year,Marco Coppola
10317,2020-09-23,2021-08-24,94.6,1026.4,Bank transfer,11,electricity,one year,Chiara Colombo
10318,2024-01-23,,66.6,966.4,Credit card,15,gas,one year,Alessia Longo
10319,2022-08-20,,66.0,447.9,Mailed check,7,electricity,month-to-month,Giulia Longo
10320,2024-05-29,,64.6,1599.7,Bank transfer,25,both,two year,Stefano Morelli
10321,2024-10-27,,110.4,1373.2,Bank transfer,12,both,month-to-month,Luigi Esposito
10322,2023-06-16,,116.4,960.1,Credit card,8,electricity,month-to-month,Camilla Russo
10323,2024-02-14,,103.6,1394.4,Credit card,13,gas,one year,Roberto Romano
10324,2021-10-02,2022-07-19,73.9,730.0,Credit card,10,both,one year,Roberto Benedetti
10325,2023-04-28,,103.7,1352.9,Mailed check,13,both,one year,Vincenzo Moretti
10326,2024-09-20,2026-06-03,114.8,2472.4,Mailed check,21,both,month-to-month,Serena Gallo
10327,2024-04-08,,72.0,1534.6,Mailed check,21,gas,two year,Daniele Morelli
10328,2025-08-10,,90.5,86.2,Bank transfer,1,both,month-to-month,Francesco Romano
10329,2020-12-17,2021-10-06,71.0,717.1,Electronic check,10,electricity,one year,Veronica Lombardi
10330,2025-05-27,,61.6,307.5,Credit card,5,both,month-to-month,Sofia Bellini
10331,2022-03-24,,78.7,780.2,Credit card,10,both,one year,Veronica De Luca
10332,2023-12-02,2025-08-03,100.3,2050.8,Credit card,20,electricity,two year,Fabio Lombardi
10333,2024-07-02,2026-07-21,51.5,1239.4,Mailed check,25,both,two year,Antonio Costa
10334,2020-12-01,2022-10-13,62.9,1443.7,Mailed check,23,gas,month-to-month,Ilaria Santoro
10335,2021-01-05,,80.6,949.0,Mailed check,12,electricity,one year,Martina Lombardo
10336,2021-12-10,2023-08-30,52.6,1066.4,Electronic check,21,both,month-to-month,Daniele Marini
10337,2020-11-02,,83.0,1261.6,Electronic check,15,gas,one year,Arianna Mancini
10338,2022-10-24,2024-04-07,67.4,1166.2,Mailed check,18,gas,month-to-month,Valentina Moretti
10339,2025-06-05,,79.2,982.0,Credit card,13,gas,one year,Fabio Barbieri
10340,2020-08-22,,109.1,2602.9,Mailed check,23,gas,month-to-month,Alessia Giordano
10341,2024-04-05,,64.9,1548.2,Electronic check,24,gas,two year,Martina Bianchi
10342,2025-01-31,2026-09-23,115.1,2189.8,Electronic check,20,gas,two year,Serena Marini
10343,2022-06-02,,95.2,1270.6,Credit card,13,both,one year,Serena Marino
10344,2022-07-06,,118.9,2903.0,Credit card,24,both,two year,Gaia Sanna
10345,2021-09-21,,85.6,1146.0,Bank transfer,13,electricity,month-to-month,Matteo Basile
10346,2023-07-23,,56.1,1519.0,Credit card,27,gas,two year,Alessia Colombo
10347,2024-07-06,,73.1,1150.7,Electronic check,15,gas,one year,Luca Innocenti
10348,2024-03-28,,67.0,594.2,Bank transfer,9,electricity,month-to-month,Marco Conti
10349,2024-08-02,,77.6,1594.0,Mailed check,20,electricity,month-to-month,Stefano Lombardi
10350,2025-07-14,,100.1,1437.7,Bank transfer,15,both,one year,Camilla De Luca
10351,2021-10-01,,83.8,2126.5,Mailed check,26,gas,two year,Alessandro Giordano
10352,2025-04-03,,103.4,2563.0,Bank transfer,25,electricity,two year,Luca Bianco
10353,2021-07-11,2022-05-17,83.2,869.1,Electronic check,10,both,one year,Francesco Moretti
10354,2022-01-14,,104.6,2076.0,Credit card,20,gas,two year,Martina Bianchi
10355,2021-05-18,,77.4,2002.8,Credit card,26,both,two year,Luca Caruso
10356,2023-03-18,2023-09-06,71.5,416.2,Bank transfer,6,both,month-to-month,Giulia Longo
10357,2021-03-08,,53.2,704.1,Mailed check,13,gas,one year,Paolo Fontana
10358,2025-05-05,,72.0,1302.2,Credit card,19,both,month-to-month,Vincenzo Costa
10359,2022-08-01,,53.0,893.5,Electronic check,17,electricity,month-to-month,Federica Santoro
10360,2024-06-11,,92.8,1241.0,Credit card,13,gas,one year,Vincenzo Lombardo
10361,2021-02-25,,95.1,774.9,Bank transfer,8,both,month-to-month,Angelo Bianco
10362,2023-07-29,,62.3,1649.0,Credit card,27,gas,two year,Francesco Romano
10363,2023-09-29,,103.9,1548.8,Credit card,15,electricity,one year,Fabio Bianco
10364,2023-03-10,,73.2,281.3,Credit card,4,electricity,month-to-month,Nicole Innocenti
10365,2020-09-19,,94.7,1985.3,Bank transfer,22,electricity,two year,Marco Morelli
10366,2021-12-07,,54.8,1322.0,Bank transfer,24,electricity,month-to-month,Valentina Ferrara
10367,2024-05-24,2026-01-26,115.1,2319.6,Electronic check,20,electricity,month-to-month,Michela Gallo
10368,2021-05-22,2021-09-28,77.2,317.7,Electronic check,4,both,month-to-month,Stefano Bianchi
10369,2024-03-31,,64.0,975.2,Mailed check,15,gas,month-to-month,Luca Marini
10370,2021-07-01,,83.0,1026.4,Mailed check,12,electricity,one year,Antonio Bianco
10371,2024-05-02,,73.1,835.1,Bank transfer,12,gas,month-to-month,Gaia Martinelli
10372,2023-02-08,,61.8,1687.7,Electronic check,28,electricity,two year,Arianna Longo
10373,2023-11-27,,66.3,1194.8,Bank transfer,18,electricity,month-to-month,Ilaria Fiore
10374,2025-05-12,,73.1,1251.7,Mailed check,18,both,month-to-month,Matteo Esposito
10375,2023-04-06,,104.7,1575.2,Bank transfer,15,both,one year,Giulia Barbieri
10376,2023-08-29,,107.8,1819.3,Bank transfer,17,both,month-to-month,Simone Basile
10377,2021-02-06,,88.2,967.2,Bank transfer,11,both,one year,Antonio Lombardi
10378,2020-12-13,,62.5,1685.4,Credit card,28,both,two year,Francesco Ferrari
10379,2025-03-24,,85.0,1334.4,Bank transfer,16,electricity,month-to-month,Giorgio Coppola
10380,2022-04-03,,111.9,2300.1,Mailed check,20,gas,month-to-month,Elisa Bianco
10381,2022-01-23,2022-02-27,96.3,95.1,Electronic check,1,gas,month-to-month,Giorgio Caruso
10382,2024-06-26,,106.8,1072.4,Mailed check,10,gas,one year,Michela Gallo
10383,2024-11-21,,86.4,917.9,Bank transfer,11,electricity,one year,Martina Lombardo
10384,2024-10-31,,111.1,3029.2,Bank transfer,28,electricity,two year,Arianna Lombardi
10385,2025-08-03,,105.6,409.9,Electronic check,4,electricity,month-to-month,Sara Bruno
10386,2023-07-18,,61.2,1680.3,Credit card,27,electricity,two year,Federica Rossi
10387,2021-04-22,,83.4,1113.0,Electronic check,14,electricity,one year,Nicole Rossi
10388,2023-10-25,,119.0,1390.3,Bank transfer,12,gas,one year,Fabio Innocenti
10389,2022-09-24,,56.6,971.0,Bank transfer,18,both,month-to-month,Davide Costa
10390,2022-07-25,,86.9,2432.7,Mailed check,28,electricity,two year,Michela Moretti
10391,2021-09-09,,57.4,675.3,Electronic check,12,gas,month-to-month,Giorgio Basile
10392,2021-12-01,,117.9,3025.2,Electronic check,26,gas,two year,Arianna Vitale
10393,2023-09-11,2025-06-15,96.1,1935.1,Electronic check,21,both,month-to-month,Federica Caruso
10394,2021-02-12,,52.6,699.9,Credit card,13,gas,month-to-month,Debora Marini
10395,2021-12-17,,81.7,1744.7,Credit card,21,electricity,two year,Federica Morelli
10396,2023-07-18,,85.7,1026.1,Electronic check,12,electricity,one year,Stefano Martinelli
10397,2021-11-09,2022-03-06,77.4,323.2,Bank transfer,4,gas,month-to-month,Martina Bianchi
10398,2020-10-08,,71.9,849.4,Bank transfer,12,electricity,one year,Camilla Basile
10399,2023-08-18,,98.1,1640.1,Bank transfer,16,both,month-to-month,Davide Ferrari
10400,2022-01-02,,90.9,1270.3,Mailed check,14,electricity,one year,Giorgio Bianco
10401,2021-04-10,,88.2,765.9,Mailed check,9,both,month-to-month,Fabio Fiore
10402,2022-03-29,,73.0,1828.9,Electronic check,24,electricity,month-to-month,Valentina Bianco
10403,2022-02-23,,119.9,1062.2,Electronic check,9,gas,month-to-month,Matteo Bellini
10404,2021-03-12,2023-06-24,68.8,1844.2,Mailed check,28,both,two year,Francesco Caruso
10405,2021-12-22,2022-03-05,110.6,218.7,Bank transfer,2,both,month-to-month,Giulia Santoro
10406,2020-12-07,,75.9,1704.9,Electronic check,23,electricity,two year,Valentina Bianchi
10407,2022-03-20,,110.0,1303.5,Electronic check,12,both,one year,Marco Bianco
10408,2022-01-26,,69.1,427.7,Electronic check,6,gas,month-to-month,Elena Coppola
10409,2024-07-23,,91.8,469.1,Electronic check,5,electricity,month-to-month,Debora Marini
10410,2022-11-09,2023-10-17,83.4,924.2,Credit card,11,both,month-to-month,Luigi Lombardo
10411,2025-07-09,,109.3,2178.1,Credit card,19,both,month-to-month,Debora Fiore
10412,2023-11-06,,65.9,752.2,Electronic check,11,both,one year,Veronica Morelli
10413,2021-09-03,,83.7,1265.6,Bank transfer,15,gas,one year,Angelo Rossi
10414,2024-08-18,2024-12-01,119.6,461.2,Bank transfer,4,gas,month-to-month,Fabio Morelli
10415,2022-02-06,,87.9,1006.5,Credit card,11,gas,one year,Camilla Moretti
10416,2021-01-24,2022-05-24,84.8,1309.0,Mailed check,16,both,month-to-month,Matteo Vitale
10417,2021-02-19,,61.5,768.9,Credit card,12,both,one year,Silvia Fiore
10418,2022-03-14,,113.6,2854.0,Electronic check,24,both,two year,Daniele Lombardi
10419,2023-02-05,,50.1,579.0,Credit card,12,gas,one year,Andrea Bruno
10420,2022-06-01,,114.0,1665.5,Credit card,15,both,month-to-month,Davide Romano
10421,2022-05-20,,78.5,555.7,Electronic check,7,electricity,month-to-month,Giulia Rossi
10422,2020-09-27,,115.5,1211.4,Mailed check,11,gas,one year,Matteo Russo
10423,2022-01-23,,104.7,1016.3,Mailed check,10,both,one year,Davide Esposito
10424,2023-09-12,,53.7,1190.4,Bank transfer,22,both,month-to-month,Stefano Esposito
10425,2023-07-10,,74.6,1574.0,Electronic check,21,gas,month-to-month,Camilla Longo
10426,2021-04-22,,66.9,920.7,Mailed check,14,gas,one year,Luca Conti
10427,2023-03-22,,117.8,1482.8,Credit card,12,gas,month-to-month,Davide Gallo
10428,2022-03-15,,76.1,2071.5,Credit card,27,electricity,two year,Davide Marino
10429,2024-02-12,,111.8,1163.5,Credit card,10,gas,month-to-month,Paolo Russo
10430,2021-04-03,,71.7,957.5,Mailed check,14,gas,one year,Veronica De Luca
10431,2023-11-08,,63.2,627.3,Bank transfer,10,electricity,one year,Marco De Luca
10432,2024-02-23,,97.4,2413.2,Electronic check,26,gas,two year,Gaia De Luca
10433,2022-07-27,2023-07-01,57.2,606.4,Bank transfer,11,gas,one year,Debora Sanna
10434,2021-05-19,2021-11-22,115.8,715.4,Electronic check,6,gas,month-to-month,Michela Bianchi
10435,2024-04-22,,81.1,970.6,Electronic check,12,both,one year,Giorgio Fiore
10436,2024-04-24,,54.3,838.9,Credit card,15,both,one year,Stefano Bellini
10437,2024-06-17,,86.3,82.4,Bank transfer,1,both,month-to-month,Davide Conti
10438,2023-04-27,2024-03-18,103.7,1087.4,Electronic check,11,both,one year,Federica Fiore
10439,2021-07-24,,103.4,1838.1,Electronic check,18,gas,month-to-month,Andrea Fiore
10440,2025-04-11,2026-05-18,89.5,1210.9,Mailed check,13,electricity,one year,Simone Basile
10441,2021-01-04,,116.8,814.6,Bank transfer,7,electricity,month-to-month,Daniele Conti
10442,2022-12-23,,59.0,1430.7,Mailed check,24,both,month-to-month,Gaia Giordano
10443,2025-04-27,,55.0,160.2,Credit card,3,electricity,month-to-month,Stefano Coppola
10444,2023-11-04,,93.2,620.7,Electronic check,7,gas,month-to-month,Veronica Fiore
10445,2020-09-19,,112.0,3001.9,Bank transfer,27,gas,two year,Giorgio Bellini
10446,2025-05-08,,75.3,1768.4,Mailed check,23,both,two year,Michela Vitale
10447,2022-09-22,,88.2,1224.0,Electronic check,14,electricity,one year,Gaia Bianchi
10448,2024-02-26,2026-02-18,53.8,1330.0,Credit card,24,both,month-to-month,Ilaria Longo
10449,2025-06-07,2027-03-07,119.4,2597.5,Credit card,21,electricity,month-to-month,Martina Gallo
10450,2020-09-11,,87.8,1101.5,Mailed check,12,electricity,month-to-month,Chiara Martinelli
10451,2025-04-01,,53.2,495.9,Electronic check,9,both,month-to-month,Andrea Innocenti
10452,2025-06-03,2026-09-14,100.7,1537.6,Credit card,16,electricity,month-to-month,Daniele Basile
10453,2022-04-12,,93.5,2040.9,Mailed check,21,gas,two year,Roberto Coppola
10454,2023-02-23,,68.8,1266.4,Electronic check,18,both,month-to-month,Davide Bianchi
10455,2021-10-05,2022-02-05,90.5,368.7,Electronic check,4,gas,month-to-month,Michela Bruno
10456,2024-11-06,,92.2,903.7,Electronic check,10,gas,one year,Michela Ricci
10457,2022-08-04,,68.7,196.6,Bank transfer,3,electricity,month-to-month,Fabio Vitale
10458,2024-11-16,2026-05-09,54.3,966.1,Mailed check,18,gas,month-to-month,Giulia Bellini
10459,2024-10-08,,78.7,1827.9,Bank transfer,24,gas,two year,Federica Caruso
10460,2024-11-18,,69.6,404.4,Electronic check,6,both,month-to-month,Vincenzo Sanna
10461,2022-11-20,2024-09-25,97.8,2137.8,Bank transfer,22,gas,two year,Marco Gentile
10462,2024-11-03,,71.0,1695.5,Mailed check,24,electricity,two year,Luca Bianchi
10463,2025-07-14,2025-08-02,86.0,89.3,Mailed check,1,gas,month-to-month,Alessia Romano
10464,2024-12-13,,57.4,718.5,Credit card,13,both,one year,Paolo Basile
10465,2021-01-15,2022-12-22,108.9,2543.9,Mailed check,24,both,month-to-month,Angelo Martinelli
10466,2021-08-28,,85.6,1832.1,Credit card,21,gas,two year,Ilaria De Luca
10467,2023-03-21,2024-07-12,93.2,1459.2,Mailed check,16,both,month-to-month,Andrea Barbieri
10468,2021-08-05,,89.3,2339.9,Electronic check,26,both,two year,Silvia Ferrari
10469,2023-04-22,,73.8,607.5,Mailed check,8,both,month-to-month,Elisa Caruso
10470,2024-09-02,,57.6,757.4,Electronic check,13,electricity,month-to-month,Davide Marchetti
10471,2025-05-23,,115.8,1566.4,Credit card,14,gas,month-to-month,Martina Conti
10472,2022-12-01,,55.1,802.8,Credit card,15,both,one year,Chiara Longo
10473,2021-01-29,2022-04-26,51.9,817.1,Credit card,15,gas,one year,Silvia Ferrari
10474,2023-09-07,,101.7,2544.5,Mailed check,24,gas,two year,Matteo Longo
10475,2021-10-14,2022-09-27,90.3,1047.7,Electronic check,12,both,month-to-month,Arianna Ferrara
10476,2022-01-23,,114.9,2488.9,Credit card,21,gas,month-to-month,Roberto Innocenti
10477,2022-09-04,,54.4,1309.3,Electronic check,24,gas,month-to-month,Fabio Mancini
10478,2022-12-31,,52.5,1261.3,Mailed check,23,both,two year,Fabio Fiore
10479,2023-09-11,,64.9,717.8,Mailed check,11,both,one year,Martina De Luca
10480,2022-11-12,,77.6,919.9,Bank transfer,12,gas,one year,Giorgio Mancini
10481,2020-10-11,,92.4,2159.4,Mailed check,23,both,two year,Sofia Innocenti
10482,2023-10-18,,50.7,1405.1,Electronic check,27,both,two year,Arianna Caruso
10483,2024-07-22,,118.6,3054.3,Electronic check,26,both,two year,Michela Marchetti
10484,2020-08-17,,62.6,428.9,Electronic check,7,gas,month-to-month,Nicole Ferrara
10485,2021-01-16,,116.4,3118.5,Bank transfer,27,gas,two year,Alessia Lombardo
10486,2021-04-17,,89.0,2210.7,Bank transfer,26,electricity,two year,Veronica Morelli
10487,2023-01-15,,77.0,966.7,Mailed check,13,electricity,one year,Marco Sanna
10488,2025-04-16,,105.7,1006.9,Credit card,10,electricity,month-to-month,Fabio Marchetti
10489,2023-03-26,,80.5,505.3,Mailed check,6,both,month-to-month,Sara Ferrara
10490,2022-10-19,2023-08-18,101.6,1043.4,Credit card,10,gas,one year,Valentina Gentile
10491,2023-11-26,2025-12-21,96.4,2473.9,Electronic check,25,gas,two year,Veronica Ricci
10492,2024-11-26,,87.1,987.5,Bank transfer,11,gas,month-to-month,Ilaria Ferrari
10493,2022-02-24,,63.8,1587.9,Credit card,24,both,two year,Salvatore Moretti
10494,2024-04-16,,118.4,1928.3,Mailed check,16,both,month-to-month,Gaia Longo
10495,2022-12-26,,106.0,1531.3,Bank transfer,14,gas,one year,Roberto Coppola
10496,2021-02-22,,73.6,1064.1,Mailed check,14,electricity,one year,Elena Basile
10497,2024-02-03,,79.3,880.7,Electronic check,11,gas,one year,Giulia Ferrari
10498,2024-02-28,,102.2,609.9,Mailed check,6,gas,month-to-month,Simone Bruno
10499,2020-10-01,,76.8,744.4,Bank transfer,10,electricity,one year,Silvia Basile
10500,2023-09-04,,66.9,1591.3,Electronic check,23,electricity,two year,Elisa Ferrara
10501,2023-11-10,,60.2,1259.4,Credit card,22,gas,month-to-month,Angelo Marino
10502,2024-12-30,2025-05-06,78.1,312.5,Mailed check,4,gas,month-to-month,Elisa Ferrari
10503,2024-06-01,,57.6,837.6,Bank transfer,15,both,one year,Debora Fontana
10504,2022-06-25,,66.7,885.8,Electronic check,13,gas,month-to-month,Michela Lombardi
10505,2022-12-15,,58.5,1568.3,Electronic check,27,electricity,two year,Salvatore Bruno
10506,2022-08-29,2023-08-17,89.5,1072.4,Mailed check,12,electricity,one year,Alessia Rossi
10507,2022-11-13,,88.3,855.4,Bank transfer,10,electricity,one year,Nicole Vitale
10508,2022-07-26,,85.1,592.8,Mailed check,7,both,month-to-month,Stefano Costa
10509,2021-09-21,,103.2,2454.2,Bank transfer,25,electricity,two year,Francesco Barbieri
10510,2024-12-04,2025-05-06,103.5,517.4,Bank transfer,5,electricity,month-to-month,Gaia Coppola
10511,2025-06-04,2025-11-11,61.8,315.6,Electronic check,5,electricity,month-to-month,Silvia Giordano
10512,2021-05-10,2021-10-05,87.7,424.7,Electronic check,5,gas,month-to-month,Sofia De Luca
10513,2024-07-16,,50.3,1124.3,Bank transfer,23,gas,month-to-month,Sofia Gentile
10514,2025-02-07,,74.3,908.1,Credit card,12,both,one year,Debora Vitale
10515,2025-02-24,,63.7,321.7,Mailed check,5,electricity,month-to-month,Giulia Mancini
10516,2024-03-09,,74.9,1163.3,Bank transfer,15,electricity,one year,Ilaria Coppola
10517,2021-05-29,,51.5,308.7,Bank transfer,6,gas,month-to-month,Alessia Costa
10518,2023-12-06,,85.8,1874.9,Credit card,22,electricity,two year,Giulia Benedetti
10519,2022-02-09,,93.4,2416.7,Mailed check,26,electricity,two year,Sara Martinelli
10520,2022-04-01,2023-05-22,95.7,1350.7,Electronic check,14,electricity,one year,Daniele Sanna
10521,2021-08-18,,95.1,1940.6,Credit card,20,gas,two year,Ilaria Santoro
10522,2025-07-28,2026-06-13,118.3,1305.2,Electronic check,11,both,month-to-month,Sara Fiore
10523,2023-08-16,,102.3,750.0,Credit card,7,gas,month-to-month,Elisa Conti
10524,2024-12-25,,96.8,1094.2,Bank transfer,11,gas,one year,Serena Ferrari
10525,2022-11-30,,58.1,678.5,Bank transfer,12,both,month-to-month,Marco Esposito
10526,2022-05-14,,109.4,2346.0,Mailed check,22,both,two year,Serena Caruso
10527,2023-09-06,,53.1,1318.7,Mailed check,25,gas,two year,Chiara Romano
10528,2022-05-29,2024-07-23,85.5,2284.3,Electronic check,26,gas,two year,Michela Benedetti
10529,2024-12-12,,71.4,1044.2,Bank transfer,15,both,one year,Gaia Costa
10530,2021-06-30,,72.8,1106.7,Credit card,15,electricity,one year,Elena Marchetti
10531,2022-05-07,2023-04-21,65.0,812.2,Mailed check,12,electricity,month-to-month,Roberto Bianchi
10532,2023-04-01,2023-11-15,104.2,854.6,Electronic check,8,both,month-to-month,Roberto Vitale
10533,2022-08-30,,53.2,753.0,Credit card,14,gas,one year,Marco Gallo
10534,2022-01-09,,109.6,2149.7,Bank transfer,19,electricity,month-to-month,Luca Gallo
10535,2023-05-06,2024-12-21,82.4,1585.0,Credit card,20,both,month-to-month,Andrea Martinelli
10536,2024-09-26,,108.9,2266.4,Mailed check,20,electricity,month-to-month,Debora Innocenti
10537,2025-02-21,,118.6,3322.2,Mailed check,28,both,two year,Gaia De Luca
10538,2022-12-28,,80.5,1026.0,Mailed check,13,gas,one year,Nicole Gallo
10539,2023-01-13,,63.8,653.9,Electronic check,10,both,one year,Simone Vitale
10540,2025-03-12,,72.1,1510.2,Credit card,20,both,two year,Marco Rossi
10541,2021-04-09,,88.3,2124.4,Mailed check,25,gas,two year,Alessandro Sanna
10542,2024-03-17,,56.4,1509.6,Bank transfer,26,both,two year,Paolo Bianco
10543,2023-05-08,,109.6,1580.9,Mailed check,14,both,one year,Camilla Morelli
10544,2021-03-24,,99.8,1048.7,Mailed check,11,both,one year,Antonio Bianchi
10545,2024-12-31,,62.5,1665.3,Bank transfer,27,both,two year,Luca Coppola
10546,2022-06-10,,88.8,1979.0,Electronic check,22,electricity,month-to-month,Stefano Caruso
10547,2024-07-02,,60.8,1489.6,Credit card,24,electricity,two year,Roberto Gallo
10548,2025-03-18,,86.1,1129.3,Bank transfer,13,both,one year,Marco Gentile
10549,2025-01-11,2026-04-08,94.7,1398.1,Bank transfer,15,electricity,one year,Antonio Innocenti
10550,2023-10-21,,105.2,524.4,Mailed check,5,electricity,month-to-month,Camilla Colombo
10551,2022-06-10,2023-02-19,84.8,703.1,Electronic check,8,electricity,month-to-month,Debora Rossi
10552,2025-01-03,,99.0,1502.2,Electronic check,15,gas,one year,Simone Giordano
10553,2020-12-10,,85.2,1135.8,Mailed check,13,electricity,month-to-month,Chiara Russo
10554,2021-06-05,,85.7,1236.1,Mailed check,15,electricity,one year,Matteo Ricci
10555,2024-04-01,2025-11-27,62.4,1302.3,Electronic check,20,gas,two year,Serena Bruno
10556,2025-03-26,,96.5,1271.4,Electronic check,13,both,one year,Alessandro Colombo
10557,2021-10-31,,71.5,430.6,Mailed check,6,gas,month-to-month,Nicole Fiore
10558,2021-01-04,,100.2,731.1,Electronic check,7,both,month-to-month,Federica Vitale
10559,2022-08-20,,88.5,1196.8,Mailed check,13,both,one year,Francesco Marini
10560,2023-01-03,,60.5,1549.9,Credit card,25,both,two year,Debora Marino
10561,2023-06-21,2024-05-30,76.4,848.2,Electronic check,11,electricity,one year,Valentina Rossi
10562,2025-02-07,,58.9,756.5,Mailed check,13,gas,month-to-month,Federica Gentile
10563,2023-07-21,,58.6,1566.9,Credit card,26,electricity,two year,Elena Romano
10564,2021-05-14,2021-07-25,100.4,197.3,Electronic check,2,both,month-to-month,Chiara Rossi
10565,2023-08-14,,90.2,1861.9,Credit card,20,both,two year,Luigi Gentile
10566,2023-06-15,2024-09-09,110.8,1675.3,Electronic check,15,electricity,one year,Fabio Fiore
10567,2022-06-16,,114.0,2526.1,Mailed check,22,gas,two year,Alessandro Coppola
10568,2020-11-06,,118.1,1850.7,Electronic check,15,both,one year,Silvia Bellini
10569,2022-09-28,,70.1,1099.5,Mailed check,16,electricity,month-to-month,Chiara Santoro
10570,2020-10-18,,97.2,1015.1,Mailed check,10,gas,one year,Marco Lombardo
10571,2025-03-02,,75.3,1769.6,Credit card,24,both,two year,Angelo Marino
10572,2025-05-20,2026-01-09,75.9,636.3,Bank transfer,8,electricity,month-to-month,Daniele Benedetti
10573,2021-07-06,2022-09-14,108.6,1591.8,Bank transfer,14,electricity,month-to-month,Camilla Ricci
10574,2025-03-28,,112.6,1394.8,Electronic check,13,gas,one year,Giulia Barbieri
10575,2023-10-04,,100.0,1532.3,Electronic check,15,gas,one year,Arianna Morelli
10576,2023-03-11,,80.4,1181.3,Bank transfer,15,gas,one year,Alessandro Russo
10577,2024-09-07,,88.5,530.0,Bank transfer,6,both,month-to-month,Francesco Longo
10578,2023-12-30,,65.5,1410.7,Mailed check,21,both,two year,Chiara Bruno
10579,2025-05-19,,95.3,2177.0,Electronic check,24,both,two year,Camilla Bianco
10580,2025-07-14,,115.2,117.8,Electronic check,1,electricity,month-to-month,Alessia Costa
10581,2021-04-10,,82.8,1109.7,Credit card,13,gas,one year,Federica Romano
10582,2023-05-24,,88.9,253.9,Electronic check,3,gas,month-to-month,Chiara Santoro
10583,2025-01-16,2026-04-04,76.1,1178.1,Bank transfer,15,both,one year,Roberto Moretti
10584,2021-01-10,,83.3,1287.5,Electronic check,15,gas,one year,Silvia Barbieri
10585,2023-01-07,,118.9,2621.2,Electronic check,22,electricity,month-to-month,Luigi Ricci
10586,2024-06-21,,70.2,337.7,Mailed check,5,both,month-to-month,Valentina Russo
10587,2021-11-13,2022-12-26,83.3,1189.8,Bank transfer,14,both,month-to-month,Sofia Lombardi
10588,2022-03-12,,115.2,1103.2,Electronic check,10,both,one year,Daniele Bellini
10589,2023-06-15,2023-11-17,85.0,445.8,Bank transfer,5,electricity,month-to-month,Roberto Martinelli
10590,2022-10-08,,66.8,763.3,Electronic check,12,electricity,one year,Sofia Marino
10591,2024-07-30,,106.4,1174.0,Credit card,11,electricity,month-to-month,Michela Coppola
10592,2025-07-28,2026-07-15,50.9,622.0,Electronic check,12,gas,one year,Andrea Marini
10593,2023-12-24,,58.9,772.9,Mailed check,13,electricity,one year,Luca Ricci
10594,2025-06-04,,102.8,1301.2,Credit card,13,both,one year,Vincenzo Santoro
10595,2020-08-13,,64.5,1078.4,Bank transfer,17,both,month-to-month,Paolo Rossi
10596,2022-09-11,,78.0,889.2,Electronic check,11,both,one year,Vincenzo Barbieri
10597,2022-04-26,,93.8,1131.5,Credit card,12,electricity,one year,Fabio Barbieri
10598,2021-11-23,,89.4,1151.2,Credit card,13,electricity,one year,Marco Conti
10599,2024-05-24,,116.6,602.0,Bank transfer,5,electricity,month-to-month,Stefano Coppola
10600,2025-07-02,,58.3,1330.6,Mailed check,22,electricity,two year,Silvia Lombardi
10601,2020-08-12,,77.5,226.9,Electronic check,3,both,month-to-month,Paolo Vitale
10602,2023-05-04,,67.1,1513.1,Bank transfer,23,gas,two year,Debora Basile
10603,2021-08-03,,109.0,1064.0,Electronic check,10,gas,one year,Sofia Bianchi
10604,2023-07-11,2025-01-31,57.2,1053.9,Mailed check,19,gas,month-to-month,Veronica De Luca
10605,2020-12-03,,112.1,1175.3,Credit card,10,both,month-to-month,Marco Basile
10606,2024-06-29,,64.1,631.3,Credit card,10,both,month-to-month,Nicole Morelli
10607,2024-08-23,,99.4,1239.5,Mailed check,12,gas,one year,Simone Marini
10608,2021-09-12,,96.6,2264.1,Bank transfer,23,gas,two year,Serena Basile
10609,2023-06-20,,66.5,952.4,Electronic check,14,electricity,one year,Giorgio Conti
10610,2021-10-25,,101.7,1229.4,Bank transfer,12,gas,one year,Debora Longo
10611,2025-03-24,2027-06-29,102.0,2877.2,Electronic check,28,both,two year,Davide Bianchi
10612,2024-05-03,2024-06-10,89.4,93.2,Bank transfer,1,electricity,month-to-month,Alessandro Moretti
10613,2024-05-04,2025-05-12,61.1,755.3,Bank transfer,12,both,month-to-month,Francesco Fiore
10614,2021-04-21,,60.1,1586.1,Credit card,26,both,two year,Veronica Lombardi
10615,2024-01-08,,69.0,878.1,Bank transfer,13,both,one year,Matteo Russo
10616,2022-09-13,,82.1,2306.6,Electronic check,27,gas,two year,Martina Giordano
10617,2022-08-01,2022-11-12,95.7,276.9,Electronic check,3,gas,month-to-month,Paolo Benedetti
10618,2021-02-08,2021-05-27,73.7,308.0,Bank transfer,4,both,month-to-month,Davide Moretti
10619,2023-07-26,,84.7,1087.5,Bank transfer,13,electricity,one year,Paolo Giordano
