customer_id,contract_start_date,contract_end_date,monthly_charges,total_charges,payment_method,tenure_months,service_type,contract_type,name,avg_monthly_consumption_kwh,num_support_contacts_last_year,consumption_volatility,consumption_trend,consumption_vs_local_avg_ratio,peak_hour_consumption_ratio,smart_meter_flag,has_promo,days_since_last_promo_end,num_price_changes_last_year,last_bill_amount_vs_avg,num_late_payments,avg_days_late_payment,billing_method,contract_renewal_reminder_sent,days_to_contract_end,has_online_account,num_logins_last_month,num_paperless_bills_sent,last_survey_satisfaction_score,num_complaints_last_year,complaint_resolution_time_avg,customer_tenure_type
10124,2024-03-14,,57.8,663.0,Electronic check,11,electricity,one year,Paolo Giordano,224,3,0.2525,0.0006,1.18,0.38,False,False,207,0,1.01,0,0,Paper,False,160,True,12,0,10,2,5,Owner
10125,2023-08-06,,69.2,963.3,Bank transfer,14,gas,one year,Giulia Moretti,1887,0,0.2105,0.0078,1.02,0.47,True,False,355,1,1.09,0,0,Online Portal,True,26,True,14,14,7,0,0,Tenant
10126,2024-10-26,,81.1,1269.1,Mailed check,15,electricity,one year,Elisa Bianco,222,4,0.1121,-0.002,0.96,0.4,True,False,191,2,1.23,1,11,Online Portal,False,82,True,14,15,9,2,23,Owner
10127,2023-04-11,,51.2,902.4,Bank transfer,17,gas,month-to-month,Elena Gallo,1227,0,0.2079,0.0078,0.98,0.35,True,True,0,0,1.28,0,0,Email,False,,False,0,17,7,0,0,Owner
10128,2025-06-24,,116.9,1779.1,Bank transfer,16,gas,month-to-month,Paolo Ferrari,1137,2,0.2789,0.0065,0.91,0.47,True,False,251,0,0.84,0,0,Online Portal,False,,True,11,16,10,0,0,Tenant
10129,2022-12-31,,72.2,968.4,Electronic check,14,electricity,one year,Paolo Bianchi,259,3,0.1414,0.0057,1.01,0.44,True,False,337,0,0.92,0,0,Paper,True,176,True,3,0,10,0,0,Owner
10130,2023-12-10,,92.5,963.5,Mailed check,10,gas,one year,Federica Coppola,1015,4,0.2099,-0.0016,0.99,0.37,False,False,323,0,1.14,0,0,Email,True,140,True,4,10,10,3,13,Tenant
10131,2022-02-01,2023-07-15,110.0,2045.1,Electronic check,18,gas,month-to-month,Antonio Ricci,1972,11,0.48,-0.0073,1.02,0.26,True,True,0,0,2.26,4,15,Paper,False,,False,0,0,0,7,21,Tenant
10132,2023-05-14,,53.2,1306.8,Mailed check,24,electricity,two year,Simone Russo,268,0,0.2494,-0.0067,0.94,0.28,True,False,31,0,1.3,0,0,Online Portal,True,127,True,8,24,8,0,0,Owner
10133,2022-01-15,,103.1,2294.2,Bank transfer,23,electricity,two year,Sara Rossi,276,2,0.132,-0.0004,0.99,0.36,False,True,0,0,0.97,0,0,Online Portal,True,165,True,6,23,9,1,9,Owner
10134,2021-05-25,,71.6,726.2,Bank transfer,10,gas,one year,Fabio Russo,1575,4,0.1812,0.0007,0.98,0.4,False,True,0,0,1.05,0,0,Paper,False,166,False,0,0,9,2,2,Owner
10135,2024-09-11,,80.9,1830.6,Credit card,22,gas,month-to-month,Ilaria Fontana,1457,3,0.1096,0.0009,1.13,0.22,False,True,0,1,1.2,0,0,Online Portal,False,,True,11,22,7,2,17,Tenant
10136,2025-06-30,,100.6,2122.0,Credit card,22,electricity,two year,Martina Benedetti,203,4,0.2196,0.0065,0.91,0.31,True,True,0,0,1.14,0,0,Paper,True,16,True,2,0,10,3,21,Tenant
10137,2025-03-24,,50.3,779.4,Bank transfer,15,gas,one year,Salvatore Vitale,1943,4,0.1012,-0.0081,1.09,0.41,True,False,133,1,1.11,2,14,Email,True,28,False,0,15,8,3,14,Tenant
10138,2025-01-14,,95.3,2472.2,Bank transfer,27,gas,two year,Debora Lombardo,1072,2,0.1311,0.0065,0.92,0.33,False,False,44,0,0.91,0,0,Paper,True,3,True,20,0,10,1,14,Owner
10139,2024-03-02,2025-09-07,109.4,1976.4,Mailed check,18,gas,month-to-month,Gaia Gentile,1096,12,0.222,-0.0492,0.98,0.4,True,False,178,2,2.38,1,26,Email,False,,True,17,18,6,10,10,Owner
10140,2022-04-12,,104.5,1439.0,Credit card,14,gas,one year,Sara Conti,1474,1,0.258,-0.0086,1.04,0.35,False,False,196,1,1.05,0,0,Paper,True,121,False,0,0,9,0,0,Owner
10141,2020-10-14,,109.6,1205.7,Mailed check,11,gas,month-to-month,Giulia Mancini,1524,4,0.1548,-0.0014,1.04,0.29,True,False,161,0,0.91,1,11,Email,False,,False,0,11,10,3,15,Tenant
10142,2025-01-27,,53.2,510.3,Credit card,10,electricity,one year,Francesco Rossi,214,2,0.1389,-0.003,1.09,0.29,True,False,287,2,1.13,0,0,Online Portal,True,139,False,0,10,7,0,0,Owner
10143,2025-07-09,,66.1,1384.6,Credit card,22,both,month-to-month,Debora Rossi,1564,4,0.2802,-0.0029,1.2,0.35,False,False,226,2,0.99,0,0,Online Portal,False,,True,5,22,8,1,2,Tenant
10144,2024-10-16,,90.8,1157.1,Electronic check,13,both,one year,Chiara Basile,2121,4,0.2306,0.0078,1.1,0.33,False,False,292,2,1.05,0,0,Email,True,136,True,5,13,8,2,21,Owner
10145,2022-11-13,,112.6,1239.8,Bank transfer,11,gas,one year,Alessandro Bruno,1283,1,0.2039,0.0054,1.04,0.26,False,False,314,0,1.09,1,17,Paper,False,62,True,15,0,9,0,0,Owner
10146,2025-01-27,,57.0,713.2,Electronic check,12,gas,one year,Sofia Rossi,1949,2,0.118,0.0068,1.03,0.5,False,False,310,0,1.2,0,0,Paper,True,31,True,20,0,9,1,4,Owner
10147,2021-05-01,,86.2,826.2,Mailed check,10,gas,one year,Davide Colombo,1345,0,0.2649,-0.0012,1.07,0.36,True,True,0,0,1.09,1,10,Online Portal,True,101,True,5,10,9,0,0,Tenant
10148,2024-02-23,,96.2,1207.1,Credit card,13,both,one year,Veronica Rossi,1489,0,0.162,-0.0065,1.2,0.26,True,False,119,0,1.18,1,11,Paper,True,173,True,15,0,7,0,0,Tenant
10149,2023-11-27,2025-06-21,84.0,1628.0,Electronic check,19,gas,month-to-month,Marco Coppola,1426,15,0.1708,-0.012,1.14,0.44,True,False,276,0,0.82,4,22,Paper,False,,False,0,0,2,5,3,Owner
10150,2021-11-06,,78.8,977.6,Electronic check,12,both,month-to-month,Luca Gallo,2028,2,0.1253,0.0087,0.99,0.45,False,True,0,1,1.24,0,0,Email,False,,False,0,12,9,0,0,Owner
10151,2023-01-19,,96.9,2701.3,Electronic check,27,electricity,two year,Elena Costa,339,0,0.2356,0.0033,1.05,0.35,False,True,0,0,0.89,0,0,Paper,True,157,False,0,0,8,0,0,Owner
10152,2022-01-11,,60.4,494.2,Credit card,8,electricity,month-to-month,Daniele Vitale,382,0,0.2505,0.0065,1.13,0.39,True,False,50,1,1.23,0,0,Paper,False,,True,20,0,10,0,0,Owner
10153,2024-01-20,,87.5,1243.7,Bank transfer,14,both,month-to-month,Giorgio Moretti,1941,0,0.2457,0.0062,0.9,0.46,False,False,319,0,1.06,0,0,Paper,False,,False,0,0,7,0,0,Tenant
10154,2023-08-06,,92.8,970.7,Mailed check,11,electricity,one year,Matteo Longo,287,4,0.2837,0.0057,0.99,0.44,True,True,0,0,1.29,0,0,Online Portal,True,124,True,4,11,7,2,28,Tenant
10155,2021-09-30,,87.3,1592.2,Mailed check,19,gas,month-to-month,Antonio Gallo,1327,3,0.1423,-0.0008,1.12,0.33,False,False,37,0,1.19,0,0,Paper,False,,True,6,0,9,1,30,Tenant
10156,2024-10-31,,84.3,1629.9,Bank transfer,20,both,two year,Davide Basile,1344,2,0.1992,0.0031,0.99,0.22,True,False,93,0,1.3,0,0,Online Portal,True,154,True,4,20,10,1,14,Owner
10157,2020-10-03,,101.7,2779.2,Bank transfer,27,electricity,two year,Antonio Moretti,320,3,0.1477,0.0067,0.98,0.28,True,False,310,0,1.13,0,0,Online Portal,True,17,False,0,27,10,2,14,Owner
10158,2022-03-06,,114.5,1469.7,Bank transfer,13,electricity,month-to-month,Giulia Esposito,345,3,0.2388,-0.0089,1.08,0.44,True,False,287,1,0.85,0,0,Email,False,,False,0,13,7,0,0,Tenant
10159,2023-02-03,,52.9,104.6,Bank transfer,2,gas,month-to-month,Elisa Fiore,1610,3,0.2691,0.0011,0.97,0.24,False,True,0,2,1.16,0,0,Paper,False,,False,0,0,7,1,15,Owner
10160,2021-08-14,2021-10-24,98.5,201.3,Credit card,2,gas,month-to-month,Michela Barbieri,1306,10,0.1376,-0.0308,0.51,0.41,True,False,46,2,2.29,2,11,Paper,False,,False,0,0,0,4,28,Tenant
10161,2023-02-13,,76.4,745.7,Electronic check,10,both,month-to-month,Antonio Marchetti,2064,0,0.1524,-0.0027,0.97,0.22,True,False,118,0,1.14,0,0,Email,False,,True,7,10,9,0,0,Tenant
10162,2024-07-20,,69.0,1015.3,Credit card,15,electricity,one year,Angelo Ricci,213,3,0.2986,-0.0034,0.91,0.49,False,False,43,3,1.26,0,0,Online Portal,True,62,True,0,15,10,1,11,Tenant
10163,2020-09-13,2020-10-20,106.7,105.1,Electronic check,1,gas,month-to-month,Francesco Caruso,1531,11,0.3042,-0.001,0.6,0.37,False,False,292,3,1.14,3,21,Paper,False,,False,0,0,1,8,23,Tenant
10164,2022-04-10,,72.2,1131.6,Mailed check,15,both,one year,Salvatore Russo,2214,2,0.1237,-0.0047,1.16,0.42,False,False,319,2,0.95,0,0,Online Portal,True,62,False,0,15,9,0,0,Owner
10165,2021-03-27,,119.9,1367.2,Credit card,12,gas,one year,Martina Costa,1606,1,0.1353,0.0018,1.01,0.47,True,False,161,3,0.91,1,8,Paper,True,134,False,0,0,10,0,0,Tenant
10166,2021-07-05,,85.6,427.7,Electronic check,5,electricity,month-to-month,Giulia Ricci,241,2,0.1126,-0.0002,0.93,0.44,True,False,282,1,0.86,0,0,Paper,False,,True,6,0,10,1,27,Owner
10167,2020-09-15,2022-05-16,76.1,1479.3,Credit card,20,both,month-to-month,Simone Bellini,1486,14,0.2098,-0.0161,1.1,0.31,True,False,203,1,1.75,3,5,Paper,False,,False,0,0,6,5,23,Owner
10168,2022-10-28,,110.0,1463.7,Mailed check,13,gas,one year,Veronica Fiore,1432,4,0.1093,0.006,1.04,0.49,True,False,78,2,1.09,0,0,Email,False,176,True,8,13,10,2,22,Tenant
10169,2025-03-30,,66.2,861.6,Mailed check,13,both,one year,Simone Ricci,2149,0,0.2344,0.0058,1.01,0.35,True,True,0,0,1.11,1,18,Online Portal,True,47,True,19,13,9,0,0,Tenant
10170,2023-06-15,2024-05-26,90.6,1071.3,Electronic check,12,electricity,one year,Chiara Sanna,215,14,0.1811,0.0096,0.66,0.41,False,False,225,2,2.55,3,28,Online Portal,False,,True,19,12,3,6,28,Owner
10171,2021-06-16,,107.1,1212.9,Mailed check,11,electricity,one year,Giulia Marino,380,1,0.2927,-0.0071,1.17,0.33,True,False,292,1,1.09,2,29,Online Portal,False,174,True,14,11,7,0,0,Owner
10172,2022-09-04,,91.1,911.3,Credit card,10,both,one year,Vincenzo Fontana,1929,1,0.1196,-0.0018,0.97,0.39,True,False,198,1,1.14,0,0,Online Portal,True,62,True,3,10,9,0,0,Tenant
10173,2025-07-26,,78.3,981.4,Bank transfer,13,both,one year,Michela Bianchi,1765,1,0.2345,0.0091,0.94,0.49,True,False,172,0,0.9,1,26,Online Portal,False,104,True,14,13,9,0,0,Tenant
10174,2024-05-06,2026-08-30,119.0,3324.5,Electronic check,28,both,two year,Antonio Mancini,1966,3,0.2576,0.0022,0.92,0.42,True,False,90,1,2.3,5,13,Email,True,,True,6,28,4,1,10,Owner
10175,2021-07-19,,50.6,664.0,Bank transfer,13,electricity,one year,Martina Vitale,356,3,0.1185,-0.005,1.02,0.3,False,False,78,1,1.05,0,0,Paper,False,37,True,0,0,10,1,20,Owner
10176,2020-12-26,2023-03-31,118.1,3188.2,Bank transfer,28,gas,two year,Francesco Fiore,1902,14,0.2852,0.0083,0.98,0.22,True,True,0,1,1.12,3,27,Email,True,,False,0,28,3,10,25,Tenant
10177,2021-03-21,,63.5,952.8,Bank transfer,15,electricity,one year,Antonio Conti,321,2,0.2599,0.0063,1.07,0.24,True,False,275,2,1.2,0,0,Online Portal,True,166,False,0,15,7,1,15,Tenant
10178,2021-10-18,2022-08-15,80.9,788.5,Mailed check,10,both,month-to-month,Nicole Bianchi,1724,4,0.3877,0.0001,0.74,0.46,True,False,53,2,1.22,4,28,Paper,False,,True,1,0,6,2,21,Tenant
10179,2024-01-11,,61.2,670.0,Mailed check,11,gas,one year,Roberto Santoro,1188,4,0.2256,0.006,1.08,0.49,True,False,215,1,1.25,0,0,Email,True,155,True,3,11,8,3,20,Tenant
10180,2022-04-27,,50.8,585.4,Credit card,11,gas,month-to-month,Roberto Vitale,1427,1,0.2726,0.0024,1.04,0.21,True,False,113,0,1.23,0,0,Paper,False,,False,0,0,10,0,0,Tenant
10181,2022-08-21,,88.0,2534.7,Electronic check,28,both,two year,Angelo Caruso,1930,4,0.2543,-0.0046,1.01,0.4,True,False,173,0,0.89,0,0,Email,True,118,True,4,28,9,1,25,Tenant
10182,2025-01-10,,75.8,899.0,Mailed check,12,electricity,one year,Sara Romano,400,0,0.2552,-0.0065,1.17,0.39,True,True,0,0,0.86,2,15,Online Portal,False,30,True,1,12,7,0,0,Owner
10183,2021-04-06,,85.0,941.4,Bank transfer,11,electricity,one year,Francesco Rossi,380,3,0.2038,-0.0012,1.01,0.48,False,False,121,0,1.3,0,0,Email,True,79,True,16,11,7,1,23,Tenant
10184,2021-08-15,,73.4,367.0,Mailed check,5,gas,month-to-month,Luca Lombardi,1128,2,0.224,-0.0086,1.01,0.3,False,False,339,0,0.94,0,0,Online Portal,False,,False,0,5,8,1,1,Tenant
10185,2022-06-27,2023-07-25,54.0,696.0,Electronic check,13,electricity,month-to-month,Elisa Gallo,264,13,0.3624,0.003,0.65,0.27,True,False,173,1,2.35,4,26,Email,False,,False,0,13,1,8,14,Owner
10186,2022-02-08,,101.3,1277.8,Electronic check,13,gas,one year,Matteo Costa,1743,4,0.2294,-0.0031,1.01,0.27,True,False,255,0,1.23,0,0,Email,True,86,True,4,13,10,1,14,Owner
10187,2021-07-29,,55.0,612.7,Credit card,11,gas,one year,Stefano Morelli,1742,3,0.2399,-0.0076,0.92,0.3,True,False,59,1,0.87,0,0,Online Portal,True,125,True,8,11,10,1,23,Tenant
10188,2024-04-11,,59.4,515.3,Credit card,9,gas,month-to-month,Sofia Costa,1655,2,0.1533,0.0031,0.96,0.21,False,True,0,3,1.15,0,0,Email,False,,True,18,9,7,1,19,Tenant
10189,2023-01-21,,81.6,801.0,Credit card,10,electricity,one year,Nicole Innocenti,328,0,0.2799,-0.0007,1.14,0.41,True,False,70,0,1.26,0,0,Paper,True,159,True,4,0,8,0,0,Owner
10190,2021-10-23,,102.5,2442.5,Credit card,25,both,two year,Marco Gallo,1540,0,0.2542,-0.0096,1.09,0.32,False,True,0,0,0.84,0,0,Email,True,7,False,0,25,10,0,0,Owner
10191,2020-12-07,,100.1,2070.2,Bank transfer,21,both,two year,Nicole Ferrara,1204,1,0.262,0.0089,1.01,0.23,True,False,239,0,1.0,0,0,Online Portal,False,146,False,0,21,9,0,0,Owner
10192,2025-06-03,,63.5,1472.3,Mailed check,24,gas,two year,Salvatore Benedetti,1475,1,0.2146,-0.0029,0.95,0.35,True,True,0,0,1.11,1,30,Online Portal,True,8,False,0,24,8,0,0,Owner
10193,2025-05-01,,84.6,1488.9,Electronic check,17,electricity,month-to-month,Vincenzo Longo,310,1,0.1882,0.0098,1.01,0.47,True,True,0,1,0.97,0,0,Paper,False,,True,18,0,7,0,0,Tenant
10194,2025-06-29,2027-04-03,65.6,1394.8,Credit card,21,gas,month-to-month,Giorgio Moretti,1833,4,0.2824,-0.0358,1.11,0.22,False,True,0,0,2.43,2,16,Paper,False,,True,3,0,5,3,21,Tenant
10195,2021-06-10,,73.9,946.1,Mailed check,13,electricity,one year,Giorgio Giordano,353,3,0.2706,-0.0026,1.15,0.23,False,False,110,0,1.29,0,0,Email,True,136,True,13,13,10,2,17,Tenant
10196,2025-01-23,,78.4,928.4,Electronic check,12,gas,one year,Debora Longo,1696,2,0.2421,0.0028,0.94,0.27,True,False,350,1,1.12,0,0,Paper,True,31,False,0,0,7,0,0,Owner
10197,2025-06-21,,89.8,1217.1,Mailed check,13,both,one year,Arianna Ricci,1935,4,0.2443,-0.0048,1.0,0.44,True,False,311,1,0.8,0,0,Online Portal,True,55,False,0,13,10,3,16,Tenant
10198,2021-12-22,,73.4,1893.5,Mailed check,26,both,two year,Alessia Marchetti,1465,3,0.1496,0.0099,1.14,0.4,True,True,0,1,1.01,0,0,Online Portal,True,93,True,14,26,7,1,29,Owner
10199,2023-06-04,,54.9,1209.0,Mailed check,21,gas,month-to-month,Camilla Longo,1156,1,0.1639,-0.0068,0.95,0.42,False,False,335,2,1.1,2,9,Email,False,,True,19,21,7,0,0,Owner
10200,2025-03-08,,102.9,106.6,Credit card,1,gas,month-to-month,Debora Giordano,1078,0,0.1838,-0.0079,1.01,0.43,True,True,0,0,0.96,0,0,Email,False,,False,0,1,9,0,0,Owner
10201,2023-10-24,,54.5,821.8,Electronic check,15,electricity,one year,Alessia Conti,329,2,0.2348,-0.0083,1.09,0.42,True,True,0,0,1.14,0,0,Online Portal,True,24,False,0,15,9,1,18,Tenant
10202,2025-01-20,,116.5,1447.3,Mailed check,13,electricity,one year,Andrea Lombardi,226,0,0.1947,0.0081,0.96,0.39,False,False,234,1,1.04,0,0,Online Portal,True,61,True,17,13,8,0,0,Owner
10203,2024-08-15,,101.2,1426.4,Mailed check,14,electricity,one year,Roberto Basile,367,4,0.2334,-0.0031,0.94,0.37,True,False,320,1,1.01,0,0,Online Portal,True,58,False,0,14,9,2,5,Tenant
10204,2023-01-05,,73.4,1432.3,Mailed check,20,electricity,two year,Marco Lombardi,278,0,0.2466,-0.007,1.07,0.4,True,False,107,1,1.24,0,0,Paper,True,172,True,0,0,10,0,0,Tenant
10205,2022-11-15,,96.2,392.2,Mailed check,4,gas,month-to-month,Salvatore Gentile,1105,4,0.2953,-0.0026,1.11,0.28,True,False,77,2,1.19,0,0,Online Portal,False,,True,20,4,9,1,28,Tenant
10206,2024-07-23,,92.0,1132.0,Bank transfer,12,electricity,month-to-month,Salvatore Romano,397,3,0.2626,-0.0037,0.91,0.43,False,False,335,0,0.87,0,0,Email,False,,True,11,12,7,2,25,Owner
10207,2021-06-09,,76.5,1550.2,Mailed check,20,both,two year,Antonio Colombo,1267,1,0.1696,0.0098,1.2,0.48,False,False,112,0,0.91,0,0,Online Portal,True,138,True,16,20,9,0,0,Tenant
10208,2023-04-08,,98.7,1878.4,Electronic check,19,both,month-to-month,Debora Caruso,1826,1,0.2004,-0.0089,1.19,0.37,False,True,0,0,0.97,0,0,Email,False,,False,0,19,9,0,0,Owner
10209,2022-06-03,,52.2,635.4,Electronic check,12,electricity,one year,Andrea Bellini,331,2,0.1162,0.0025,1.01,0.3,False,False,129,0,1.12,0,0,Paper,False,165,True,7,0,10,1,6,Tenant
10210,2022-03-27,,65.5,325.1,Mailed check,5,both,month-to-month,Matteo Bruno,1238,1,0.294,-0.0097,0.91,0.22,False,False,86,0,0.87,0,0,Online Portal,False,,True,3,5,10,0,0,Tenant
10211,2024-08-07,,113.3,3056.5,Mailed check,28,both,two year,Camilla Colombo,2164,4,0.2163,0.0055,1.03,0.36,True,False,137,0,0.82,0,0,Email,True,104,True,14,28,7,2,26,Tenant
10212,2022-12-19,,88.7,864.9,Bank transfer,10,gas,one year,Debora Colombo,1635,2,0.2185,-0.006,1.07,0.45,True,False,279,1,1.04,0,0,Paper,True,33,True,0,0,8,1,15,Tenant
10213,2020-12-01,,66.6,679.1,Credit card,10,both,one year,Matteo Gallo,2006,0,0.134,-0.0013,0.91,0.38,False,True,0,0,1.29,1,27,Email,False,122,False,0,10,9,0,0,Owner
10214,2022-11-13,,60.9,876.3,Credit card,14,electricity,one year,Paolo Caruso,384,3,0.1307,0.0025,1.16,0.37,False,False,264,3,1.18,0,0,Online Portal,False,154,False,0,14,10,2,15,Owner
10215,2021-05-07,,72.1,979.5,Mailed check,13,gas,one year,Luigi Lombardo,1893,2,0.1169,-0.0013,1.1,0.45,False,False,253,1,1.16,1,29,Email,False,161,False,0,13,7,1,19,Owner
10216,2022-02-22,,118.4,2551.3,Mailed check,22,both,two year,Giulia Marchetti,2324,1,0.1204,0.0029,1.09,0.44,True,False,304,0,0.98,0,0,Online Portal,True,40,True,15,22,10,0,0,Tenant
10217,2021-08-28,,69.3,819.8,Bank transfer,12,both,one year,Giorgio Vitale,1628,2,0.195,-0.0073,0.96,0.24,True,False,359,2,1.18,0,0,Paper,True,8,False,0,0,8,1,1,Owner
10218,2025-08-05,2026-08-17,113.4,1515.3,Bank transfer,13,gas,one year,Luca Fiore,1713,3,0.4604,-0.0258,1.1,0.23,True,True,0,1,1.21,1,12,Paper,False,,False,0,0,1,1,22,Owner
10219,2023-06-19,,70.3,881.1,Electronic check,12,both,one year,Federica Fiore,2071,0,0.1102,-0.0091,1.05,0.42,True,False,345,2,0.91,0,0,Paper,True,7,False,0,0,10,0,0,Owner
10220,2023-11-21,,106.3,2382.8,Credit card,22,electricity,two year,Davide Mancini,323,0,0.1417,0.0064,1.2,0.32,False,True,0,0,0.84,0,0,Paper,False,22,False,0,0,7,0,0,Owner
10221,2022-04-08,,65.2,939.8,Electronic check,14,both,month-to-month,Alessia Fontana,1723,0,0.231,-0.0081,0.98,0.49,True,False,42,0,1.27,0,0,Email,False,,True,7,14,8,0,0,Tenant
10222,2022-01-06,,95.2,1091.8,Bank transfer,11,electricity,month-to-month,Salvatore Russo,348,1,0.1833,-0.0049,0.94,0.36,True,True,0,1,1.03,1,10,Email,False,,True,9,11,10,0,0,Owner
10223,2021-02-13,,117.9,2827.9,Electronic check,24,electricity,two year,Luca Sanna,257,4,0.1491,0.0073,0.95,0.42,True,False,228,2,1.28,0,0,Email,True,134,True,11,24,9,3,16,Owner
10224,2021-02-06,,61.2,892.4,Credit card,15,electricity,month-to-month,Salvatore Innocenti,255,2,0.2139,-0.0076,1.18,0.31,False,False,208,2,1.17,0,0,Email,False,,True,10,15,9,1,5,Owner
10225,2022-06-27,,64.4,1576.5,Electronic check,25,electricity,two year,Alessia Romano,314,4,0.2284,-0.0099,1.01,0.44,False,False,187,0,0.87,0,0,Online Portal,True,92,False,0,25,8,2,14,Tenant
10226,2020-08-27,,90.4,932.3,Credit card,10,gas,one year,Francesco Romano,1703,2,0.1376,0.0098,1.02,0.29,True,True,0,0,1.02,1,27,Paper,True,105,True,11,0,8,1,1,Tenant
10227,2024-05-13,,58.4,776.8,Credit card,13,electricity,one year,Martina Caruso,321,0,0.2039,-0.0078,1.02,0.43,False,True,0,2,1.12,0,0,Email,True,77,True,10,13,7,0,0,Tenant
10228,2021-06-07,,87.7,2024.9,Credit card,24,both,month-to-month,Simone Innocenti,1725,4,0.1426,0.0057,1.05,0.45,True,False,333,1,1.04,0,0,Online Portal,False,,False,0,24,9,3,12,Tenant
10229,2021-03-29,2022-12-23,62.0,1253.3,Credit card,21,both,month-to-month,Angelo Marini,2190,4,0.3928,-0.0452,0.89,0.28,True,True,0,1,2.52,1,24,Paper,False,,False,0,0,5,2,16,Owner
10230,2023-08-19,2024-05-21,101.9,888.6,Bank transfer,9,gas,month-to-month,Michela Fiore,1060,15,0.1523,-0.004,0.92,0.29,True,False,153,1,2.36,1,14,Email,False,,False,0,9,5,6,18,Owner
10231,2020-12-28,,62.9,1420.4,Bank transfer,22,both,two year,Vincenzo Lombardo,1419,4,0.2927,-0.0036,1.05,0.48,True,False,30,1,1.29,0,0,Email,True,152,False,0,22,7,1,22,Tenant
10232,2022-04-04,,98.6,1227.8,Credit card,13,both,month-to-month,Sara Giordano,1249,0,0.2402,-0.0031,1.18,0.47,True,False,194,1,0.85,0,0,Email,False,,True,12,13,8,0,0,Owner
10233,2021-08-03,,94.6,782.2,Electronic check,8,both,month-to-month,Elisa Sanna,2093,4,0.2919,0.0044,1.18,0.33,True,True,0,1,1.2,0,0,Email,False,,True,18,8,7,2,30,Owner
10234,2021-02-18,,63.7,663.7,Mailed check,10,gas,one year,Angelo Vitale,1244,4,0.2911,0.0055,0.91,0.38,False,False,177,1,1.25,0,0,Online Portal,True,71,True,0,10,9,2,8,Owner
10235,2022-06-04,,110.2,1479.5,Credit card,13,electricity,one year,Marco Gallo,301,4,0.1462,0.0036,1.1,0.48,True,True,0,1,0.99,0,0,Online Portal,True,15,True,4,13,7,2,4,Tenant
10236,2024-01-30,2024-12-01,55.5,567.8,Bank transfer,10,gas,one year,Elena Longo,1643,11,0.4566,-0.0329,0.68,0.33,True,True,0,1,2.68,4,14,Paper,True,,True,17,0,2,7,15,Tenant
10237,2021-05-14,,104.0,2586.6,Electronic check,25,gas,two year,Ilaria Basile,1828,2,0.2846,-0.0027,1.1,0.39,False,False,103,0,1.28,0,0,Email,True,52,False,0,25,8,1,10,Tenant
10238,2024-05-14,2025-04-17,55.1,587.3,Bank transfer,11,electricity,one year,Luigi Lombardo,264,14,0.2018,-0.0471,1.12,0.41,True,True,0,1,0.89,1,9,Online Portal,False,,True,20,11,5,7,11,Tenant
10239,2024-05-02,,77.8,1637.3,Credit card,22,electricity,two year,Gaia Vitale,282,0,0.1333,0.0053,0.91,0.36,True,False,226,0,1.2,0,0,Email,False,69,True,5,22,7,0,0,Tenant
10240,2023-09-24,2024-08-26,75.3,816.5,Credit card,11,gas,month-to-month,Camilla Bellini,1537,6,0.3045,-0.0194,1.07,0.31,False,True,0,0,2.01,4,21,Email,False,,False,0,11,0,4,1,Tenant
10241,2021-05-30,,115.6,1654.6,Bank transfer,15,both,one year,Simone Benedetti,2064,4,0.2913,-0.0093,1.06,0.35,True,False,345,0,0.8,2,12,Email,True,87,False,0,15,7,3,11,Tenant
10242,2022-05-27,,90.1,1659.2,Bank transfer,18,both,month-to-month,Giulia Rossi,1849,3,0.1025,-0.0058,1.05,0.42,True,False,343,0,0.83,0,0,Email,False,,True,1,18,7,1,23,Tenant
10243,2024-09-13,2025-03-10,69.6,433.0,Credit card,6,both,month-to-month,Alessia Costa,2391,7,0.1411,-0.0012,0.81,0.39,True,False,181,2,1.29,4,7,Online Portal,False,,True,11,6,1,5,12,Tenant
10244,2020-09-13,,92.6,1048.2,Electronic check,11,electricity,one year,Paolo Ricci,261,2,0.154,-0.0052,1.05,0.45,False,True,0,0,1.03,0,0,Paper,False,178,True,15,0,7,0,0,Owner
10245,2020-09-14,,92.1,1996.6,Mailed check,21,electricity,two year,Serena Bellini,222,4,0.2535,-0.0007,0.99,0.33,True,False,171,1,1.19,0,0,Online Portal,True,1,True,20,21,10,2,21,Tenant
10246,2024-09-11,,77.4,625.0,Bank transfer,8,electricity,month-to-month,Elena Gentile,297,1,0.2643,-0.0026,0.99,0.38,True,False,346,1,1.28,0,0,Paper,False,,False,0,0,9,0,0,Owner
10247,2022-08-21,,50.2,577.0,Credit card,12,both,one year,Davide Moretti,2130,4,0.1628,0.009,1.13,0.34,False,False,242,0,1.23,2,10,Paper,True,38,True,11,0,8,3,12,Owner
10248,2021-11-28,,62.3,695.0,Bank transfer,11,electricity,month-to-month,Paolo Rossi,336,2,0.2576,0.0036,0.93,0.46,False,False,211,0,1.06,0,0,Online Portal,False,,True,10,11,8,1,3,Owner
10249,2020-12-02,2022-02-27,78.5,1203.7,Electronic check,15,both,one year,Simone Conti,2117,8,0.2095,-0.0028,0.65,0.26,False,False,247,3,1.25,2,10,Paper,True,,True,3,0,5,3,8,Owner
10250,2022-09-13,,75.2,2045.7,Mailed check,28,both,two year,Daniele Sanna,2111,3,0.1788,-0.0087,0.94,0.31,True,False,341,1,1.16,1,6,Email,True,131,True,16,28,8,2,5,Owner
